mst,tour,Blocking,hDFS,NN,DFS,eta,pTour,param,Robust_pTour,Robust_pTour_theoretic
1140963,1868247,3302343,3270719,2412369,2470451,24250193,14318279,0.75,3258175,3253339
1140963,1868247,3302343,3270719,2412369,2470451,24250193,14318279,1.0,3197879,3254015
1140963,1868247,3302343,3270719,2412369,2470451,24250193,14318279,1.25,3159213,3158579
1140963,1868247,3302343,3270719,2412369,2470451,3645303,3814202,0.25,2956581,2847757
1140963,1868247,3302343,3270719,2412369,2470451,3645303,3814202,0.5,2686978,2838794
1140963,1868247,3302343,3270719,2412369,2470451,3645303,3814202,0.75,2581352,2937079
1140963,1868247,3302343,3270719,2412369,2470451,3645303,3814202,1.0,2892814,2938601
1140963,1868247,3302343,3270719,2412369,2470451,3645303,3814202,1.25,2876236,2998435
1140963,1868247,3302343,3270719,2412369,2470451,17092839,12074542,0.25,5661046,3741429
1140963,1868247,3302343,3270719,2412369,2470451,17092839,12074542,0.5,4045834,3334863
1140963,1868247,3302343,3270719,2412369,2470451,17092839,12074542,0.75,3206158,3310995
1140963,1868247,3302343,3270719,2412369,2470451,17092839,12074542,1.0,3282969,3220094
1140963,1868247,3302343,3270719,2412369,2470451,17092839,12074542,1.25,3157889,3134803
1140963,1868247,3302343,3270719,2412369,2470451,29397864,19119198,0.25,7013701,4196411
1140963,1868247,3302343,3270719,2412369,2470451,29397864,19119198,0.5,4860623,3523357
1140963,1868247,3302343,3270719,2412369,2470451,29397864,19119198,0.75,3713511,3335561
1140963,1868247,3302343,3270719,2412369,2470451,29397864,19119198,1.0,3366422,3231754
1140963,1868247,3302343,3270719,2412369,2470451,29397864,19119198,1.25,3107418,3179845
1140963,1868247,3302343,3270719,2412369,2470451,3343865,3590946,0.25,2750913,2819519
1140963,1868247,3302343,3270719,2412369,2470451,3343865,3590946,0.5,2587938,2849762
1140963,1868247,3302343,3270719,2412369,2470451,3343865,3590946,0.75,2619612,2855475
1140963,1868247,3302343,3270719,2412369,2470451,3343865,3590946,1.0,2666513,2929432
1140963,1868247,3302343,3270719,2412369,2470451,3343865,3590946,1.25,2875907,3011756
1140963,1868247,3302343,3270719,2412369,2470451,21097799,14982154,0.25,5376331,3918803
1140963,1868247,3302343,3270719,2412369,2470451,21097799,14982154,0.5,4410883,3364114
1140963,1868247,3302343,3270719,2412369,2470451,21097799,14982154,0.75,3189758,3270155
1140963,1868247,3302343,3270719,2412369,2470451,21097799,14982154,1.0,3489918,3252098
1140963,1868247,3302343,3270719,2412369,2470451,21097799,14982154,1.25,3120641,3118833
1140963,1868247,3302343,3270719,2412369,2470451,26841902,16890987,0.25,6859632,4118410
1140963,1868247,3302343,3270719,2412369,2470451,26841902,16890987,0.5,4325507,3481441
1140963,1868247,3302343,3270719,2412369,2470451,26841902,16890987,0.75,3961490,3343771
1140963,1868247,3302343,3270719,2412369,2470451,26841902,16890987,1.0,3411836,3211683
1140963,1868247,3302343,3270719,2412369,2470451,26841902,16890987,1.25,3149148,3187455
1140963,1868247,3302343,3270719,2412369,2470451,3947414,3870997,0.25,2870162,2837691
1140963,1868247,3302343,3270719,2412369,2470451,3947414,3870997,0.5,2668782,2828447
1140963,1868247,3302343,3270719,2412369,2470451,3947414,3870997,0.75,2667479,2858704
1140963,1868247,3302343,3270719,2412369,2470451,3947414,3870997,1.0,2891401,2970923
1140963,1868247,3302343,3270719,2412369,2470451,3947414,3870997,1.25,2857109,3013430
1140963,1868247,3302343,3270719,2412369,2470451,1909952,2865413,0.25,2368859,2648660
1140963,1868247,3302343,3270719,2412369,2470451,1909952,2865413,0.5,2407414,2684260
1140963,1868247,3302343,3270719,2412369,2470451,1909952,2865413,0.75,2313988,2795390
1140963,1868247,3302343,3270719,2412369,2470451,1909952,2865413,1.0,2747488,2854724
1140963,1868247,3302343,3270719,2412369,2470451,1909952,2865413,1.25,2714510,2878635
1140963,1868247,3302343,3270719,2412369,2470451,2372100,3144536,0.25,2648010,2746152
1140963,1868247,3302343,3270719,2412369,2470451,2372100,3144536,0.5,2519830,2782766
1140963,1868247,3302343,3270719,2412369,2470451,2372100,3144536,0.75,2514419,2891571
1140963,1868247,3302343,3270719,2412369,2470451,2372100,3144536,1.0,2729411,2931563
1140963,1868247,3302343,3270719,2412369,2470451,2372100,3144536,1.25,2761853,2961577
1140963,1868247,3302343,3270719,2412369,2470451,15268881,12007414,0.25,5032790,3717893
1140963,1868247,3302343,3270719,2412369,2470451,15268881,12007414,0.5,3847664,3381468
1140963,1868247,3302343,3270719,2412369,2470451,15268881,12007414,0.75,3226185,3246072
1140963,1868247,3302343,3270719,2412369,2470451,15268881,12007414,1.0,3212885,3169196
1140963,1868247,3302343,3270719,2412369,2470451,15268881,12007414,1.25,3026181,3168171
1140963,1868247,3302343,3270719,2412369,2470451,23701011,13702688,0.25,6412626,3979782
1140963,1868247,3302343,3270719,2412369,2470451,23701011,13702688,0.5,4667627,3485516
1140963,1868247,3302343,3270719,2412369,2470451,23701011,13702688,0.75,3210133,3296009
1140963,1868247,3302343,3270719,2412369,2470451,23701011,13702688,1.0,3573068,3218591
1140963,1868247,3302343,3270719,2412369,2470451,23701011,13702688,1.25,3098088,3158362
1140963,1868247,3302343,3270719,2412369,2470451,29727063,18017746,0.25,7081488,4207596
1140963,1868247,3302343,3270719,2412369,2470451,29727063,18017746,0.5,4938055,3540908
1140963,1868247,3302343,3270719,2412369,2470451,29727063,18017746,0.75,3598204,3320753
1140963,1868247,3302343,3270719,2412369,2470451,29727063,18017746,1.0,3297327,3229342
1140963,1868247,3302343,3270719,2412369,2470451,29727063,18017746,1.25,3131301,3151487
1140963,1868247,3302343,3270719,2412369,2470451,10554228,6928745,0.25,3927924,3204479
1140963,1868247,3302343,3270719,2412369,2470451,10554228,6928745,0.5,3205455,3050742
1140963,1868247,3302343,3270719,2412369,2470451,10554228,6928745,0.75,2857561,3076750
1140963,1868247,3302343,3270719,2412369,2470451,10554228,6928745,1.0,2965995,3025196
1140963,1868247,3302343,3270719,2412369,2470451,10554228,6928745,1.25,2943288,3051117
1140963,1868247,3302343,3270719,2412369,2470451,22250537,18618781,0.25,6624821,4109545
1140963,1868247,3302343,3270719,2412369,2470451,22250537,18618781,0.5,4564934,3489904
1140963,1868247,3302343,3270719,2412369,2470451,22250537,18618781,0.75,3448642,3270767
1140963,1868247,3302343,3270719,2412369,2470451,22250537,18618781,1.0,3484096,3239471
1140963,1868247,3302343,3270719,2412369,2470451,22250537,18618781,1.25,3115674,3159917
1140963,1868247,3302343,3270719,2412369,2470451,13004594,8898058,0.25,4543872,3370219
1140963,1868247,3302343,3270719,2412369,2470451,13004594,8898058,0.5,3655829,3205899
1140963,1868247,3302343,3270719,2412369,2470451,13004594,8898058,0.75,2981421,3141003
1140963,1868247,3302343,3270719,2412369,2470451,13004594,8898058,1.0,2972584,3080501
1140963,1868247,3302343,3270719,2412369,2470451,13004594,8898058,1.25,3002086,3069493
1140963,1868247,3302343,3270719,2412369,2470451,21498968,13605728,0.25,6254899,3822305
1140963,1868247,3302343,3270719,2412369,2470451,21498968,13605728,0.5,4067751,3407353
1140963,1868247,3302343,3270719,2412369,2470451,21498968,13605728,0.75,3153317,3229046
1140963,1868247,3302343,3270719,2412369,2470451,21498968,13605728,1.0,3094644,3167045
1140963,1868247,3302343,3270719,2412369,2470451,21498968,13605728,1.25,3026965,3140451
1140963,1868247,3302343,3270719,2412369,2470451,4089140,3993404,0.25,2962855,2810117
1140963,1868247,3302343,3270719,2412369,2470451,4089140,3993404,0.5,2778969,2820035
1140963,1868247,3302343,3270719,2412369,2470451,4089140,3993404,0.75,2664007,2856356
1140963,1868247,3302343,3270719,2412369,2470451,4089140,3993404,1.0,2851802,2964733
1140963,1868247,3302343,3270719,2412369,2470451,4089140,3993404,1.25,2842483,2959365
1140963,1868247,3302343,3270719,2412369,2470451,24508868,13610323,0.25,6322395,3922849
1140963,1868247,3302343,3270719,2412369,2470451,24508868,13610323,0.5,4112764,3455085
1140963,1868247,3302343,3270719,2412369,2470451,24508868,13610323,0.75,3667197,3257458
1140963,1868247,3302343,3270719,2412369,2470451,24508868,13610323,1.0,2876024,3198045
1140963,1868247,3302343,3270719,2412369,2470451,24508868,13610323,1.25,3121252,3152378
1140963,1868247,3302343,3270719,2412369,2470451,4836110,4086424,0.25,3045772,2871087
1140963,1868247,3302343,3270719,2412369,2470451,4836110,4086424,0.5,2618621,2897032
1140963,1868247,3302343,3270719,2412369,2470451,4836110,4086424,0.75,2682211,2965480
1140963,1868247,3302343,3270719,2412369,2470451,4836110,4086424,1.0,2714945,3074930
1140963,1868247,3302343,3270719,2412369,2470451,4836110,4086424,1.25,2842750,3064818
1140963,1868247,3302343,3270719,2412369,2470451,23403771,15695302,0.25,7077417,4065127
1140963,1868247,3302343,3270719,2412369,2470451,23403771,15695302,0.5,4551879,3448543
1140963,1868247,3302343,3270719,2412369,2470451,23403771,15695302,0.75,3208758,3293506
1140963,1868247,3302343,3270719,2412369,2470451,23403771,15695302,1.0,3279268,3226764
1140963,1868247,3302343,3270719,2412369,2470451,23403771,15695302,1.25,3127808,3189802
1140963,1868247,3302343,3270719,2412369,2470451,22489913,15960955,0.25,6415705,3989732
1140963,1868247,3302343,3270719,2412369,2470451,22489913,15960955,0.5,4347679,3513326
1140963,1868247,3302343,3270719,2412369,2470451,22489913,15960955,0.75,3346920,3281306
1140963,1868247,3302343,3270719,2412369,2470451,22489913,15960955,1.0,3152448,3289872
1140963,1868247,3302343,3270719,2412369,2470451,22489913,15960955,1.25,3056452,3164370
1140963,1868247,3302343,3270719,2412369,2470451,19589568,12538295,0.25,6068270,3828876
1140963,1868247,3302343,3270719,2412369,2470451,19589568,12538295,0.5,3951927,3382905
1140963,1868247,3302343,3270719,2412369,2470451,19589568,12538295,0.75,3226731,3266262
1140963,1868247,3302343,3270719,2412369,2470451,19589568,12538295,1.0,3422297,3228561
1140963,1868247,3302343,3270719,2412369,2470451,19589568,12538295,1.25,3117302,3188515
1140963,1868247,3302343,3270719,2412369,2470451,6074671,4904671,0.25,3234152,3016467
1140963,1868247,3302343,3270719,2412369,2470451,6074671,4904671,0.5,3000697,2932247
1140963,1868247,3302343,3270719,2412369,2470451,6074671,4904671,0.75,2730091,2950806
1140963,1868247,3302343,3270719,2412369,2470451,6074671,4904671,1.0,2852131,3016744
1140963,1868247,3302343,3270719,2412369,2470451,6074671,4904671,1.25,2891290,3078120
1140963,1868247,3302343,3270719,2412369,2470451,2589348,3353808,0.25,2694520,2768953
1140963,1868247,3302343,3270719,2412369,2470451,2589348,3353808,0.5,2470075,2824034
1140963,1868247,3302343,3270719,2412369,2470451,2589348,3353808,0.75,2663135,2832952
1140963,1868247,3302343,3270719,2412369,2470451,2589348,3353808,1.0,2660907,2875636
1140963,1868247,3302343,3270719,2412369,2470451,2589348,3353808,1.25,2779480,2966131
1140963,1868247,3302343,3270719,2412369,2470451,9718033,6660228,0.25,3970147,3194541
1140963,1868247,3302343,3270719,2412369,2470451,9718033,6660228,0.5,3111969,3108774
1140963,1868247,3302343,3270719,2412369,2470451,9718033,6660228,0.75,2980060,3040992
1140963,1868247,3302343,3270719,2412369,2470451,9718033,6660228,1.0,2946017,3046809
1140963,1868247,3302343,3270719,2412369,2470451,9718033,6660228,1.25,2894306,3043601
1140963,1868247,3302343,3270719,2412369,2470451,7059752,5133743,0.25,3123295,2972029
1140963,1868247,3302343,3270719,2412369,2470451,7059752,5133743,0.5,2985804,2957213
1140963,1868247,3302343,3270719,2412369,2470451,7059752,5133743,0.75,2921913,2973084
1140963,1868247,3302343,3270719,2412369,2470451,7059752,5133743,1.0,2721095,2999828
1140963,1868247,3302343,3270719,2412369,2470451,7059752,5133743,1.25,2896455,3063718
1140963,1868247,3302343,3270719,2412369,2470451,21433538,13376365,0.25,6000695,3852528
1140963,1868247,3302343,3270719,2412369,2470451,21433538,13376365,0.5,4113690,3397531
1140963,1868247,3302343,3270719,2412369,2470451,21433538,13376365,0.75,3321671,3249972
1140963,1868247,3302343,3270719,2412369,2470451,21433538,13376365,1.0,3116327,3200375
1140963,1868247,3302343,3270719,2412369,2470451,21433538,13376365,1.25,3069260,3144091
1140963,1868247,3302343,3270719,2412369,2470451,1677818,2737055,0.25,2339231,2585881
1140963,1868247,3302343,3270719,2412369,2470451,1677818,2737055,0.5,2234025,2674622
1140963,1868247,3302343,3270719,2412369,2470451,1677818,2737055,0.75,2302548,2762256
1140963,1868247,3302343,3270719,2412369,2470451,1677818,2737055,1.0,2661755,2865286
1140963,1868247,3302343,3270719,2412369,2470451,1677818,2737055,1.25,2709848,2919855
1140963,1868247,3302343,3270719,2412369,2470451,17538826,13080663,0.25,5475502,3717976
1140963,1868247,3302343,3270719,2412369,2470451,17538826,13080663,0.5,3936474,3435749
1140963,1868247,3302343,3270719,2412369,2470451,17538826,13080663,0.75,3210212,3245164
1140963,1868247,3302343,3270719,2412369,2470451,17538826,13080663,1.0,3163654,3191715
1140963,1868247,3302343,3270719,2412369,2470451,17538826,13080663,1.25,3084545,3113341
1140963,1868247,3302343,3270719,2412369,2470451,3260137,3656341,0.25,2851493,2874306
1140963,1868247,3302343,3270719,2412369,2470451,3260137,3656341,0.5,2655895,2923964
1140963,1868247,3302343,3270719,2412369,2470451,3260137,3656341,0.75,2682340,2929589
1140963,1868247,3302343,3270719,2412369,2470451,3260137,3656341,1.0,2690946,2931831
1140963,1868247,3302343,3270719,2412369,2470451,3260137,3656341,1.25,2768144,3014433
1140963,1868247,3302343,3270719,2412369,2470451,6616078,5501794,0.25,3237179,3006902
1140963,1868247,3302343,3270719,2412369,2470451,6616078,5501794,0.5,2853051,2947824
1140963,1868247,3302343,3270719,2412369,2470451,6616078,5501794,0.75,2773299,2920002
1140963,1868247,3302343,3270719,2412369,2470451,6616078,5501794,1.0,2856626,2986295
1140963,1868247,3302343,3270719,2412369,2470451,6616078,5501794,1.25,2883519,3022500
1140963,1868247,3302343,3270719,2412369,2470451,22726721,13604089,0.25,6351894,3899726
1140963,1868247,3302343,3270719,2412369,2470451,22726721,13604089,0.5,4313586,3498035
1140963,1868247,3302343,3270719,2412369,2470451,22726721,13604089,0.75,3226766,3291614
1140963,1868247,3302343,3270719,2412369,2470451,22726721,13604089,1.0,3277366,3341547
1140963,1868247,3302343,3270719,2412369,2470451,22726721,13604089,1.25,3098292,3187471
1140963,1868247,3302343,3270719,2412369,2470451,24743115,14163970,0.25,6492009,3923995
1140963,1868247,3302343,3270719,2412369,2470451,24743115,14163970,0.5,4409485,3369553
1140963,1868247,3302343,3270719,2412369,2470451,24743115,14163970,0.75,3209574,3280335
1140963,1868247,3302343,3270719,2412369,2470451,24743115,14163970,1.0,2902467,3208495
1140963,1868247,3302343,3270719,2412369,2470451,24743115,14163970,1.25,3063389,3144394
1140963,1868247,3302343,3270719,2412369,2470451,10766508,7738939,0.25,4282833,3296705
1140963,1868247,3302343,3270719,2412369,2470451,10766508,7738939,0.5,3196692,3054960
1140963,1868247,3302343,3270719,2412369,2470451,10766508,7738939,0.75,2913815,3038934
1140963,1868247,3302343,3270719,2412369,2470451,10766508,7738939,1.0,2715845,3030326
1140963,1868247,3302343,3270719,2412369,2470451,10766508,7738939,1.25,2844516,3064465
1140963,1868247,3302343,3270719,2412369,2470451,26426585,15641111,0.25,7423432,4034428
1140963,1868247,3302343,3270719,2412369,2470451,26426585,15641111,0.5,5049408,3487130
1140963,1868247,3302343,3270719,2412369,2470451,26426585,15641111,0.75,3226323,3348083
1140963,1868247,3302343,3270719,2412369,2470451,26426585,15641111,1.0,3466970,3278799
1140963,1868247,3302343,3270719,2412369,2470451,26426585,15641111,1.25,3128267,3160339
1140963,1868247,3302343,3270719,2412369,2470451,27001635,15140241,0.25,6663923,4075032
1140963,1868247,3302343,3270719,2412369,2470451,27001635,15140241,0.5,4750511,3552794
1140963,1868247,3302343,3270719,2412369,2470451,27001635,15140241,0.75,3286918,3423114
1140963,1868247,3302343,3270719,2412369,2470451,27001635,15140241,1.0,3274892,3254275
1140963,1868247,3302343,3270719,2412369,2470451,27001635,15140241,1.25,3127426,3270128
1140963,1868247,3302343,3270719,2412369,2470451,95837,1923375,0.25,1926267,2375434
1140963,1868247,3302343,3270719,2412369,2470451,95837,1923375,0.5,2009805,2502675
1140963,1868247,3302343,3270719,2412369,2470451,95837,1923375,0.75,2101440,2641778
1140963,1868247,3302343,3270719,2412369,2470451,95837,1923375,1.0,2418655,2746156
1140963,1868247,3302343,3270719,2412369,2470451,95837,1923375,1.25,2585845,2773964
1140963,1868247,3302343,3270719,2412369,2470451,5612968,4658239,0.25,3131615,2954854
1140963,1868247,3302343,3270719,2412369,2470451,5612968,4658239,0.5,2788532,2916790
1140963,1868247,3302343,3270719,2412369,2470451,5612968,4658239,0.75,2746594,2964851
1140963,1868247,3302343,3270719,2412369,2470451,5612968,4658239,1.0,2882332,3019382
1140963,1868247,3302343,3270719,2412369,2470451,5612968,4658239,1.25,2848815,3112250
1140963,1868247,3302343,3270719,2412369,2470451,20694259,11455519,0.25,5783868,3780674
1140963,1868247,3302343,3270719,2412369,2470451,20694259,11455519,0.5,4016731,3333570
1140963,1868247,3302343,3270719,2412369,2470451,20694259,11455519,0.75,3298893,3281729
1140963,1868247,3302343,3270719,2412369,2470451,20694259,11455519,1.0,3171171,3186460
1140963,1868247,3302343,3270719,2412369,2470451,20694259,11455519,1.25,3049362,3125844
1140963,1868247,3302343,3270719,2412369,2470451,2754655,3317950,0.25,2597278,2729639
1140963,1868247,3302343,3270719,2412369,2470451,2754655,3317950,0.5,2497390,2737328
1140963,1868247,3302343,3270719,2412369,2470451,2754655,3317950,0.75,2634545,2874691
1140963,1868247,3302343,3270719,2412369,2470451,2754655,3317950,1.0,2835037,2937925
1140963,1868247,3302343,3270719,2412369,2470451,2754655,3317950,1.25,2796136,2981041
1140963,1868247,3302343,3270719,2412369,2470451,25015190,13464395,0.25,6541657,3916552
1140963,1868247,3302343,3270719,2412369,2470451,25015190,13464395,0.5,4008493,3449107
1140963,1868247,3302343,3270719,2412369,2470451,25015190,13464395,0.75,3191917,3239813
1140963,1868247,3302343,3270719,2412369,2470451,25015190,13464395,1.0,3236332,3224444
1140963,1868247,3302343,3270719,2412369,2470451,25015190,13464395,1.25,3108188,3164078
1140963,1868247,3302343,3270719,2412369,2470451,21708532,13210857,0.25,6262967,3904133
1140963,1868247,3302343,3270719,2412369,2470451,21708532,13210857,0.5,4377211,3361743
1140963,1868247,3302343,3270719,2412369,2470451,21708532,13210857,0.75,3315389,3278424
1140963,1868247,3302343,3270719,2412369,2470451,21708532,13210857,1.0,3095088,3175931
1140963,1868247,3302343,3270719,2412369,2470451,21708532,13210857,1.25,3062389,3184842
1140963,1868247,3302343,3270719,2412369,2470451,22952670,15038816,0.25,6572568,4029696
1140963,1868247,3302343,3270719,2412369,2470451,22952670,15038816,0.5,4261053,3454100
1140963,1868247,3302343,3270719,2412369,2470451,22952670,15038816,0.75,3241694,3277353
1140963,1868247,3302343,3270719,2412369,2470451,22952670,15038816,1.0,3213244,3215379
1140963,1868247,3302343,3270719,2412369,2470451,22952670,15038816,1.25,3130426,3170224
1140963,1868247,3302343,3270719,2412369,2470451,11174361,8024251,0.25,4184773,3391632
1140963,1868247,3302343,3270719,2412369,2470451,11174361,8024251,0.5,3448106,3146103
1140963,1868247,3302343,3270719,2412369,2470451,11174361,8024251,0.75,2963737,3050227
1140963,1868247,3302343,3270719,2412369,2470451,11174361,8024251,1.0,3095495,3064922
1140963,1868247,3302343,3270719,2412369,2470451,11174361,8024251,1.25,3006978,3083480
1140963,1868247,3302343,3270719,2412369,2470451,22632955,13093584,0.25,6367418,3856964
1140963,1868247,3302343,3270719,2412369,2470451,22632955,13093584,0.5,3957917,3421715
1140963,1868247,3302343,3270719,2412369,2470451,22632955,13093584,0.75,3500071,3239958
1140963,1868247,3302343,3270719,2412369,2470451,22632955,13093584,1.0,3200629,3182074
1140963,1868247,3302343,3270719,2412369,2470451,22632955,13093584,1.25,3162893,3135541
1140963,1868247,3302343,3270719,2412369,2470451,1790968,2871162,0.25,2334866,2636289
1140963,1868247,3302343,3270719,2412369,2470451,1790968,2871162,0.5,2306240,2664309
1140963,1868247,3302343,3270719,2412369,2470451,1790968,2871162,0.75,2379783,2818104
1140963,1868247,3302343,3270719,2412369,2470451,1790968,2871162,1.0,2641243,2822927
1140963,1868247,3302343,3270719,2412369,2470451,1790968,2871162,1.25,2699958,2898632
1140963,1868247,3302343,3270719,2412369,2470451,5200060,4246386,0.25,3187900,2924163
1140963,1868247,3302343,3270719,2412369,2470451,5200060,4246386,0.5,2782745,2898210
1140963,1868247,3302343,3270719,2412369,2470451,5200060,4246386,0.75,2714691,2951104
1140963,1868247,3302343,3270719,2412369,2470451,5200060,4246386,1.0,2894944,3012979
1140963,1868247,3302343,3270719,2412369,2470451,5200060,4246386,1.25,2887180,3097314
1140963,1868247,3302343,3270719,2412369,2470451,7463371,5020401,0.25,3333657,3008550
1140963,1868247,3302343,3270719,2412369,2470451,7463371,5020401,0.5,2875660,2908647
1140963,1868247,3302343,3270719,2412369,2470451,7463371,5020401,0.75,2793753,2995501
1140963,1868247,3302343,3270719,2412369,2470451,7463371,5020401,1.0,2773078,3010457
1140963,1868247,3302343,3270719,2412369,2470451,7463371,5020401,1.25,2897175,3102592
1140963,1868247,3302343,3270719,2412369,2470451,26034772,13859631,0.25,6214385,4120242
1140963,1868247,3302343,3270719,2412369,2470451,26034772,13859631,0.5,4300826,3520225
1140963,1868247,3302343,3270719,2412369,2470451,26034772,13859631,0.75,3846705,3318524
1140963,1868247,3302343,3270719,2412369,2470451,26034772,13859631,1.0,2997943,3246461
1140963,1868247,3302343,3270719,2412369,2470451,26034772,13859631,1.25,3139880,3193613
1140963,1868247,3302343,3270719,2412369,2470451,22364102,12574298,0.25,6422618,3903200
1140963,1868247,3302343,3270719,2412369,2470451,22364102,12574298,0.5,4168159,3379055
1140963,1868247,3302343,3270719,2412369,2470451,22364102,12574298,0.75,3298527,3304560
1140963,1868247,3302343,3270719,2412369,2470451,22364102,12574298,1.0,3162420,3245166
1140963,1868247,3302343,3270719,2412369,2470451,22364102,12574298,1.25,3115147,3135029
1140963,1868247,3302343,3270719,2412369,2470451,2901774,3426643,0.25,2662628,2780566
1140963,1868247,3302343,3270719,2412369,2470451,2901774,3426643,0.5,2629389,2773903
1140963,1868247,3302343,3270719,2412369,2470451,2901774,3426643,0.75,2597298,2846738
1140963,1868247,3302343,3270719,2412369,2470451,2901774,3426643,1.0,2766830,2923741
1140963,1868247,3302343,3270719,2412369,2470451,2901774,3426643,1.25,2786319,2954481
1140963,1868247,3302343,3270719,2412369,2470451,904237,2336040,0.25,2028151,2448880
1140963,1868247,3302343,3270719,2412369,2470451,904237,2336040,0.5,2075498,2554370
1140963,1868247,3302343,3270719,2412369,2470451,904237,2336040,0.75,2198803,2691031
1140963,1868247,3302343,3270719,2412369,2470451,904237,2336040,1.0,2499038,2777727
1140963,1868247,3302343,3270719,2412369,2470451,904237,2336040,1.25,2632889,2827662
1140963,1868247,3302343,3270719,2412369,2470451,10994541,7580725,0.25,4248117,3338266
1140963,1868247,3302343,3270719,2412369,2470451,10994541,7580725,0.5,3249405,3107824
1140963,1868247,3302343,3270719,2412369,2470451,10994541,7580725,0.75,2902204,3113043
1140963,1868247,3302343,3270719,2412369,2470451,10994541,7580725,1.0,2790972,3079263
1140963,1868247,3302343,3270719,2412369,2470451,10994541,7580725,1.25,2948457,3088520
1140963,1868247,3302343,3270719,2412369,2470451,20592421,12052849,0.25,5848390,3815051
1140963,1868247,3302343,3270719,2412369,2470451,20592421,12052849,0.5,4354262,3411573
1140963,1868247,3302343,3270719,2412369,2470451,20592421,12052849,0.75,3145393,3310405
1140963,1868247,3302343,3270719,2412369,2470451,20592421,12052849,1.0,3211495,3228632
1140963,1868247,3302343,3270719,2412369,2470451,20592421,12052849,1.25,3047965,3157349
1140963,1868247,3302343,3270719,2412369,2470451,11528909,7615849,0.25,4129074,3350532
1140963,1868247,3302343,3270719,2412369,2470451,11528909,7615849,0.5,3269569,3151003
1140963,1868247,3302343,3270719,2412369,2470451,11528909,7615849,0.75,2894716,3095424
1140963,1868247,3302343,3270719,2412369,2470451,11528909,7615849,1.0,3035341,3081872
1140963,1868247,3302343,3270719,2412369,2470451,11528909,7615849,1.25,2966599,3069884
1140963,1868247,3302343,3270719,2412369,2470451,20474428,11857264,0.25,5646507,3729663
1140963,1868247,3302343,3270719,2412369,2470451,20474428,11857264,0.5,3910177,3370059
1140963,1868247,3302343,3270719,2412369,2470451,20474428,11857264,0.75,3088955,3245338
1140963,1868247,3302343,3270719,2412369,2470451,20474428,11857264,1.0,3206176,3164460
1140963,1868247,3302343,3270719,2412369,2470451,20474428,11857264,1.25,3123739,3124936
1140963,1868247,3302343,3270719,2412369,2470451,21979994,14336060,0.25,5804515,3869324
1140963,1868247,3302343,3270719,2412369,2470451,21979994,14336060,0.5,4189667,3365437
1140963,1868247,3302343,3270719,2412369,2470451,21979994,14336060,0.75,3167534,3184353
1140963,1868247,3302343,3270719,2412369,2470451,21979994,14336060,1.0,3199235,3179132
1140963,1868247,3302343,3270719,2412369,2470451,21979994,14336060,1.25,3121981,3115669
1140963,1868247,3302343,3270719,2412369,2470451,11323232,8129895,0.25,4284503,3339035
1140963,1868247,3302343,3270719,2412369,2470451,11323232,8129895,0.5,3485918,3096779
1140963,1868247,3302343,3270719,2412369,2470451,11323232,8129895,0.75,2926330,3077185
1140963,1868247,3302343,3270719,2412369,2470451,11323232,8129895,1.0,3047788,3060914
1140963,1868247,3302343,3270719,2412369,2470451,11323232,8129895,1.25,2952456,3089087
1140963,1868247,3302343,3270719,2412369,2470451,2179695,3238490,0.25,2627337,2722402
1140963,1868247,3302343,3270719,2412369,2470451,2179695,3238490,0.5,2482651,2766935
1140963,1868247,3302343,3270719,2412369,2470451,2179695,3238490,0.75,2427460,2852834
1140963,1868247,3302343,3270719,2412369,2470451,2179695,3238490,1.0,2679405,2864793
1140963,1868247,3302343,3270719,2412369,2470451,2179695,3238490,1.25,2738424,2924435
1140963,1868247,3302343,3270719,2412369,2470451,15881637,11081008,0.25,5351939,3788025
1140963,1868247,3302343,3270719,2412369,2470451,15881637,11081008,0.5,4071336,3471468
1140963,1868247,3302343,3270719,2412369,2470451,15881637,11081008,0.75,3167206,3237802
1140963,1868247,3302343,3270719,2412369,2470451,15881637,11081008,1.0,2852560,3171765
1140963,1868247,3302343,3270719,2412369,2470451,15881637,11081008,1.25,3120578,3126937
1140963,1868247,3302343,3270719,2412369,2470451,23823572,14085750,0.25,6298587,3946959
1140963,1868247,3302343,3270719,2412369,2470451,23823572,14085750,0.5,4457429,3468301
1140963,1868247,3302343,3270719,2412369,2470451,23823572,14085750,0.75,3225670,3329762
1140963,1868247,3302343,3270719,2412369,2470451,23823572,14085750,1.0,3182416,3226576
1140963,1868247,3302343,3270719,2412369,2470451,23823572,14085750,1.25,3077736,3147017
1140963,1868247,3302343,3270719,2412369,2470451,20975644,12086319,0.25,5833809,3873233
1140963,1868247,3302343,3270719,2412369,2470451,20975644,12086319,0.5,3950422,3371480
1140963,1868247,3302343,3270719,2412369,2470451,20975644,12086319,0.75,3394242,3281417
1140963,1868247,3302343,3270719,2412369,2470451,20975644,12086319,1.0,3221527,3195611
1140963,1868247,3302343,3270719,2412369,2470451,20975644,12086319,1.25,3142254,3086891
1140963,1868247,3302343,3270719,2412369,2470451,10442285,7407367,0.25,4289919,3444343
1140963,1868247,3302343,3270719,2412369,2470451,10442285,7407367,0.5,3279086,3032842
1140963,1868247,3302343,3270719,2412369,2470451,10442285,7407367,0.75,2913300,3048392
1140963,1868247,3302343,3270719,2412369,2470451,10442285,7407367,1.0,2859908,3019182
